File_name,Emotions
Group1-ns_4_745.250-764.450.wav,disgust
Group1-ns_4_784.450-801.000.wav,neutral
Group1-ns_4_391.850-393.750.wav,neutral
Group1-ns_4_423.900-434.050.wav,surprise
Group1-ns_4_136.050-167.900.wav,fear
Group1-ns_4_664.400-690.300.wav,disgust
Group1-ns_4_333.550-336.000.wav,disgust
Group1-ns_4_280.650-285.600.wav,sad
Group1-ns_4_544.150-547.950.wav,disgust
Group1-ns_4_461.050-470.250.wav,happy
Group1-ns_4_336.500-340.600.wav,disgust
Group1-ns_4_252.100-262.200.wav,happy
Group1-ns_4_341.200-344.300.wav,neutral
Group1-ns_4_716.450-725.300.wav,disgust
Group1-ns_4_521.100-524.150.wav,neutral
Group1-ns_4_524.500-543.850.wav,angry
Group1-ns_4_13.000-14.900.wav,neutral
Group1-ns_4_52.850-62.850.wav,sad
Group1-ns_4_732.900-734.600.wav,neutral
Group1-ns_4_802.450-815.000.wav,sad
Group1-ns_4_394.300-398.950.wav,disgust
Group1-ns_4_386.100-388.700.wav,neutral
Group1-ns_4_127.550-130.250.wav,disgust
Group1-ns_4_214.650-215.800.wav,sad
Group1-ns_4_322.400-327.200.wav,disgust
Group1-ns_4_858.450-861.150.wav,fear
Group1-ns_4_232.450-237.150.wav,sad
Group1-ns_4_45.800-52.350.wav,disgust
Group1-ns_4_21.400-32.100.wav,disgust
Group1-ns_4_97.400-112.700.wav,disgust
Group1-ns_4_698.850-714.400.wav,disgust
Group1-ns_4_304.000-307.300.wav,angry
Group1-ns_4_448.250-453.850.wav,disgust
Group1-ns_4_636.750-662.700.wav,happy
Group1-ns_4_327.650-329.150.wav,neutral
Group1-ns_4_598.850-600.400.wav,happy
Group1-ns_4_345.600-363.200.wav,neutral
Group1-ns_4_11.250-12.500.wav,sad
Group1-ns_4_509.400-520.300.wav,happy
Group1-ns_4_307.850-312.050.wav,happy
Group1-ns_4_548.100-549.750.wav,happy
Group1-ns_4_593.050-595.750.wav,neutral
Group1-ns_4_262.700-273.950.wav,happy
